season,team,conference,stat_name,stat_value
2016,Stanford,Pac-12,thirdDownConversions,74
2016,Middle Tennessee,Conference USA,penalties,78
2016,Michigan,Big Ten,kickReturnYards,486
2016,Marshall,Conference USA,passCompletions,264
2016,Colorado State,Mountain West,puntReturnYards,174
2016,Washington State,Pac-12,kickReturns,37
2016,Tennessee,SEC,sacks,30
2016,Akron,Mid-American,kickReturnYards,683
2016,NC State,ACC,puntReturns,16
2016,Arizona State,Pac-12,puntReturnTDs,1
2016,LSU,SEC,interceptionTDs,1
2016,San Diego State,Mountain West,rushingYards,3680
2016,Florida Atlantic,Conference USA,rushingTDs,31
2016,Eastern Michigan,Mid-American,sacks,19
2016,Georgia Southern,Sun Belt,sacks,12
2016,Nebraska,Big Ten,kickReturnYards,687
2016,UCLA,Pac-12,firstDowns,237
2016,UMass,FBS Independents,passesIntercepted,4
2016,Northern Illinois,Mid-American,interceptions,13
2016,Wake Forest,ACC,thirdDownConversions,71
2016,Memphis,American Athletic,fumblesRecovered,13
2016,San Diego State,Mountain West,passAttempts,256
2016,Buffalo,Mid-American,passesIntercepted,5
2016,Georgia Tech,ACC,interceptions,4
2016,Middle Tennessee,Conference USA,turnovers,21
2016,Fresno State,Mountain West,possessionTime,20744
2016,Auburn,SEC,puntReturns,16
2016,LSU,SEC,thirdDownConversions,66
2016,Oregon State,Pac-12,possessionTime,22412
2016,Northwestern,Big Ten,passesIntercepted,16
2016,Georgia State,Sun Belt,fourthDownConversions,5
2016,Toledo,Mid-American,tacklesForLoss,77
2016,Oregon State,Pac-12,interceptions,11
2016,Florida Atlantic,Conference USA,possessionTime,19956
2016,Nebraska,Big Ten,sacks,26
2016,California,Pac-12,rushingAttempts,414
2016,Arkansas,SEC,fourthDowns,18
2016,Boise State,Mountain West,puntReturnYards,159
2016,Western Michigan,Mid-American,passesIntercepted,15
2016,North Carolina,ACC,sacks,25
2016,Louisville,ACC,passingTDs,32
2016,Tulsa,American Athletic,fourthDowns,15
2016,Syracuse,ACC,netPassingYards,3855
2016,Northwestern,Big Ten,rushingAttempts,501
2016,Northern Illinois,Mid-American,fourthDowns,19
2016,Oklahoma,Big 12,passingTDs,43
2016,Central Michigan,Mid-American,games,13
2016,Virginia,ACC,fourthDownConversions,12
2016,Mississippi State,SEC,penalties,68
2016,Navy,American Athletic,totalYards,6136
2016,Temple,American Athletic,fourthDownConversions,10
2016,Navy,American Athletic,passesIntercepted,7
2016,New Mexico State,Sun Belt,penaltyYards,600
2016,Houston,American Athletic,turnovers,25
2016,Temple,American Athletic,turnovers,19
2016,Louisiana Monroe,Sun Belt,fumblesRecovered,7
2016,Nevada,Mountain West,games,12
2016,New Mexico,Mountain West,totalYards,5939
2016,South Alabama,Sun Belt,netPassingYards,3169
2016,Kent State,Mid-American,penalties,63
2016,Vanderbilt,SEC,passCompletions,210
2016,SMU,American Athletic,fourthDownConversions,6
2016,LSU,SEC,thirdDowns,152
2016,Syracuse,ACC,possessionTime,20653
2016,Charlotte,Conference USA,penalties,88
2016,Western Michigan,Mid-American,fourthDowns,17
2016,Middle Tennessee,Conference USA,kickReturnTDs,0
2016,Ball State,Mid-American,kickReturnYards,878
2016,Ole Miss,SEC,tacklesForLoss,68
2016,Utah,Pac-12,rushingTDs,27
2016,UCF,American Athletic,turnovers,25
2016,Penn State,Big Ten,thirdDowns,173
2016,Notre Dame,FBS Independents,puntReturnTDs,0
2016,Nevada,Mountain West,puntReturnTDs,0
2016,Nevada,Mountain West,totalYards,4586
2016,New Mexico,Mountain West,fourthDownConversions,16
2016,Old Dominion,Conference USA,puntReturnYards,204
2016,Georgia,SEC,thirdDowns,195
2016,Rice,Conference USA,thirdDowns,182
2016,Western Kentucky,Conference USA,kickReturnTDs,1
2016,UMass,FBS Independents,puntReturnTDs,0
2016,Oregon State,Pac-12,penalties,96
2016,UCLA,Pac-12,rushingAttempts,345
2016,Stanford,Pac-12,passesIntercepted,14
2016,Florida International,Conference USA,rushingAttempts,423
2016,Rutgers,Big Ten,kickReturnYards,791
2016,Nebraska,Big Ten,passingTDs,18
2016,UMass,FBS Independents,fumblesLost,10
2016,Charlotte,Conference USA,interceptionTDs,1
2016,Oregon,Pac-12,interceptionTDs,0
2016,Baylor,Big 12,fumblesRecovered,10
2016,Miami,ACC,puntReturnTDs,1
2016,Navy,American Athletic,rushingAttempts,742
2016,Arizona,Pac-12,interceptionTDs,0
2016,Oregon State,Pac-12,kickReturnYards,842
2016,Michigan,Big Ten,turnovers,12
2016,Air Force,Mountain West,passesIntercepted,15
2016,UTEP,Conference USA,sacks,14
2016,Louisiana,Sun Belt,rushingAttempts,586
2016,Boise State,Mountain West,rushingTDs,29
2016,Buffalo,Mid-American,puntReturnYards,107
2016,SMU,American Athletic,fourthDowns,16
2016,Boise State,Mountain West,interceptionYards,114
2016,South Carolina,SEC,passesIntercepted,15
2016,Stanford,Pac-12,netPassingYards,2056
2016,Purdue,Big Ten,turnovers,33
2016,Georgia Tech,ACC,penalties,58
2016,Kent State,Mid-American,rushingTDs,15
2016,BYU,FBS Independents,penalties,83
2016,Maryland,Big Ten,firstDowns,236
2016,Florida International,Conference USA,possessionTime,22729
2016,Penn State,Big Ten,rushingTDs,34
2016,Utah State,Mountain West,rushingTDs,25
2016,Indiana,Big Ten,totalYards,5538
2016,Louisiana Monroe,Sun Belt,passAttempts,364
2016,Auburn,SEC,thirdDownConversions,76
2016,Ohio State,Big Ten,rushingTDs,33
2016,Texas State,Sun Belt,puntReturnTDs,0
2016,Akron,Mid-American,sacks,16
2016,Minnesota,Big Ten,turnovers,17
2016,Tennessee,SEC,kickReturnYards,1047
2016,Michigan State,Big Ten,passingTDs,19
2016,North Carolina,ACC,kickReturnTDs,2
2016,Rutgers,Big Ten,possessionTime,19560
2016,Southern Mississippi,Conference USA,firstDowns,307
2016,Marshall,Conference USA,fourthDowns,24
2016,Oklahoma,Big 12,fourthDownConversions,7
2016,UT San Antonio,Conference USA,firstDowns,255
2016,Arkansas State,Sun Belt,interceptions,9
2016,Wisconsin,Big Ten,totalYards,5350
2016,Southern Mississippi,Conference USA,passAttempts,478
2016,Colorado,Pac-12,puntReturnYards,310
2016,Wisconsin,Big Ten,sacks,34
2016,Washington,Pac-12,rushingAttempts,529
2016,Army,FBS Independents,netPassingYards,925
2016,UTEP,Conference USA,interceptionTDs,0
2016,Boise State,Mountain West,fumblesLost,10
2016,Houston,American Athletic,passAttempts,523
2016,UNLV,Mountain West,interceptionYards,102
2016,Miami,ACC,thirdDownConversions,62
2016,Troy,Sun Belt,interceptionTDs,0
2016,Clemson,ACC,passingTDs,45
2016,Oklahoma,Big 12,thirdDownConversions,87
2016,Nevada,Mountain West,turnovers,11
2016,Tulane,American Athletic,rushingYards,2737
2016,Akron,Mid-American,netPassingYards,3063
2016,Northwestern,Big Ten,thirdDownConversions,83
2016,Middle Tennessee,Conference USA,passCompletions,349
2016,Utah State,Mountain West,puntReturns,22
2016,Kentucky,SEC,penaltyYards,595
2016,Baylor,Big 12,turnovers,27
2016,Stanford,Pac-12,firstDowns,235
2016,New Mexico State,Sun Belt,interceptionYards,138
2016,Kentucky,SEC,kickReturnYards,863
2016,San José State,Mountain West,passingTDs,18
2016,Florida,SEC,passesIntercepted,17
2016,Tennessee,SEC,fumblesRecovered,14
2016,TCU,Big 12,rushingTDs,30
2016,Temple,American Athletic,interceptions,13
2016,UCF,American Athletic,possessionTime,21425
2016,Fresno State,Mountain West,sacks,14
2016,Temple,American Athletic,passCompletions,232
2016,South Alabama,Sun Belt,puntReturnYards,71
2016,Michigan,Big Ten,fourthDowns,20
2016,Missouri,SEC,kickReturnYards,811
2016,NC State,ACC,penalties,78
2016,Mississippi State,SEC,thirdDownConversions,78
2016,Duke,ACC,puntReturnTDs,0
2016,Idaho,Sun Belt,sacks,24
2016,Iowa State,Big 12,thirdDownConversions,76
2016,Washington State,Pac-12,fumblesRecovered,11
2016,Northwestern,Big Ten,firstDowns,281
2016,LSU,SEC,kickReturnTDs,0
2016,Ohio State,Big Ten,penaltyYards,658
2016,Georgia,SEC,totalYards,5001
2016,Georgia State,Sun Belt,games,12
2016,Colorado State,Mountain West,kickReturnTDs,0
2016,Texas A&M,SEC,thirdDowns,194
2016,Kent State,Mid-American,netPassingYards,1700
2016,North Carolina,ACC,possessionTime,19025
2016,New Mexico,Mountain West,puntReturnYards,150
2016,Charlotte,Conference USA,fourthDownConversions,16
2016,Arizona,Pac-12,fumblesRecovered,8
2016,Michigan State,Big Ten,interceptions,11
2016,Georgia State,Sun Belt,possessionTime,19050
2016,Stanford,Pac-12,fumblesLost,9
2016,Washington State,Pac-12,fumblesLost,5
2016,Utah,Pac-12,rushingYards,2782
2016,Kansas,Big 12,puntReturnTDs,0
2016,Georgia,SEC,rushingTDs,18
2016,Oklahoma,Big 12,rushingAttempts,573
2016,Utah,Pac-12,games,13
2016,Illinois,Big Ten,puntReturns,24
2016,Kansas State,Big 12,rushingTDs,39
2016,Toledo,Mid-American,puntReturnYards,237
2016,Army,FBS Independents,thirdDownConversions,81
2016,Notre Dame,FBS Independents,fourthDowns,20
2016,Middle Tennessee,Conference USA,passingTDs,39
2016,TCU,Big 12,rushingAttempts,488
2016,Charlotte,Conference USA,passesIntercepted,16
2016,Nebraska,Big Ten,tacklesForLoss,80
2016,East Carolina,American Athletic,puntReturnTDs,0
2016,Purdue,Big Ten,penalties,52
2016,Georgia,SEC,fumblesRecovered,12
2016,Western Kentucky,Conference USA,puntReturnYards,269
2016,Kent State,Mid-American,puntReturns,22
2016,Kent State,Mid-American,thirdDownConversions,60
2016,Maryland,Big Ten,turnovers,19
2016,BYU,FBS Independents,fourthDowns,19
2016,Mississippi State,SEC,penaltyYards,617
2016,Illinois,Big Ten,thirdDowns,155
2016,Old Dominion,Conference USA,rushingYards,2559
2016,Louisiana Tech,Conference USA,passesIntercepted,10
2016,Colorado State,Mountain West,fumblesLost,8
2016,Air Force,Mountain West,kickReturnTDs,1
2016,South Alabama,Sun Belt,games,13
2016,Colorado,Pac-12,rushingAttempts,635
2016,Pittsburgh,ACC,tacklesForLoss,90
2016,Army,FBS Independents,firstDowns,276
2016,Mississippi State,SEC,totalYards,5723
2016,South Alabama,Sun Belt,possessionTime,23014
2016,Kentucky,SEC,rushingAttempts,560
2016,Maryland,Big Ten,games,13
2016,UTEP,Conference USA,passAttempts,327
2016,Northern Illinois,Mid-American,fourthDownConversions,9
2016,Navy,American Athletic,netPassingYards,1794
2016,Virginia Tech,ACC,thirdDownConversions,90
2016,Georgia,SEC,rushingAttempts,533
2016,Memphis,American Athletic,thirdDowns,196
2016,Oregon State,Pac-12,rushingAttempts,442
2016,Syracuse,ACC,passCompletions,332
2016,Syracuse,ACC,thirdDownConversions,84
2016,North Carolina,ACC,fumblesRecovered,9
2016,Arkansas,SEC,kickReturnYards,684
2016,Minnesota,Big Ten,games,13
2016,UMass,FBS Independents,rushingTDs,10
2016,Temple,American Athletic,netPassingYards,3324
2016,Army,FBS Independents,passAttempts,112
2016,UCF,American Athletic,netPassingYards,2726
2016,Arizona,Pac-12,netPassingYards,2137
2016,Georgia Southern,Sun Belt,fumblesRecovered,10
2016,Old Dominion,Conference USA,thirdDowns,172
2016,Syracuse,ACC,kickReturnTDs,0
2016,Minnesota,Big Ten,thirdDownConversions,73
2016,Rice,Conference USA,interceptionYards,23
2016,Miami,ACC,possessionTime,21824
2016,Ole Miss,SEC,rushingYards,1793
2016,Baylor,Big 12,puntReturns,23
2016,Florida International,Conference USA,totalYards,4541
2016,Florida State,ACC,interceptions,8
2016,TCU,Big 12,passAttempts,503
2016,Utah State,Mountain West,rushingYards,2046
2016,Navy,American Athletic,fourthDownConversions,17
2016,Army,FBS Independents,passingTDs,7
2016,Ball State,Mid-American,penalties,48
2016,Syracuse,ACC,interceptionYards,93
2016,Arkansas State,Sun Belt,sacks,43
2016,Old Dominion,Conference USA,kickReturns,40
2016,Boise State,Mountain West,penalties,56
2016,Temple,American Athletic,rushingAttempts,564
2016,LSU,SEC,puntReturnTDs,1
2016,NC State,ACC,fumblesRecovered,12
2016,Florida State,ACC,games,13
2016,New Mexico,Mountain West,interceptionTDs,2
2016,Wake Forest,ACC,interceptionTDs,2
2016,Colorado State,Mountain West,penalties,78
2016,Wyoming,Mountain West,passesIntercepted,15
2016,Miami,ACC,interceptionYards,58
2016,USC,Pac-12,kickReturnYards,929
2016,Arkansas State,Sun Belt,rushingTDs,19
2016,Washington,Pac-12,kickReturnYards,650
2016,West Virginia,Big 12,passAttempts,409
2016,Washington State,Pac-12,kickReturnYards,768
2016,Louisiana,Sun Belt,netPassingYards,2308
2016,Notre Dame,FBS Independents,fumblesRecovered,6
2016,Georgia Tech,ACC,rushingTDs,34
2016,San Diego State,Mountain West,thirdDownConversions,70
2016,Penn State,Big Ten,sacks,39
2016,Louisiana Tech,Conference USA,interceptions,9
2016,Missouri,SEC,fourthDownConversions,13
2016,Michigan State,Big Ten,puntReturnYards,132
2016,Connecticut,American Athletic,fumblesRecovered,4
2016,Cincinnati,American Athletic,penalties,55
2016,Florida,SEC,interceptionTDs,4
2016,Bowling Green,Mid-American,kickReturns,48
2016,Iowa,Big Ten,interceptions,10
2016,Cincinnati,American Athletic,puntReturnTDs,0
2016,Eastern Michigan,Mid-American,passesIntercepted,11
2016,Kentucky,SEC,turnovers,28
2016,Miami (OH),Mid-American,interceptionYards,98
2016,Ohio State,Big Ten,kickReturnTDs,0
2016,Oregon State,Pac-12,puntReturns,22
2016,South Florida,American Athletic,kickReturnTDs,0
2016,Army,FBS Independents,kickReturnTDs,0
2016,UCLA,Pac-12,passCompletions,273
2016,Washington State,Pac-12,passAttempts,664
2016,Akron,Mid-American,rushingAttempts,380
2016,Northwestern,Big Ten,rushingTDs,22
2017,Kansas,Big 12,rushingYards,1231
2017,California,Pac-12,penalties,78
2017,Colorado,Pac-12,possessionTime,20773
2017,UAB,Conference USA,passingTDs,16
2017,Army,FBS Independents,passAttempts,65
2017,Bowling Green,Mid-American,rushingYards,1820
2017,Notre Dame,FBS Independents,totalYards,5828
2017,Temple,American Athletic,turnovers,22
2017,South Alabama,Sun Belt,games,12
2017,Old Dominion,Conference USA,firstDowns,205
2017,Wake Forest,ACC,thirdDowns,195
2017,Indiana,Big Ten,tacklesForLoss,85
2017,North Carolina,ACC,passAttempts,407
2017,Louisiana Tech,Conference USA,penaltyYards,527
2017,Mississippi State,SEC,interceptionYards,384
2017,Georgia Tech,ACC,kickReturns,45
2017,Georgia,SEC,fourthDowns,12
2017,Wyoming,Mountain West,interceptions,8
2017,Kansas State,Big 12,kickReturns,47
2017,Maryland,Big Ten,firstDowns,201
2017,UNLV,Mountain West,netPassingYards,2243
2017,Kansas,Big 12,passingTDs,14
2017,Navy,American Athletic,rushingYards,4568
2017,Miami (OH),Mid-American,fumblesLost,7
2017,Virginia Tech,ACC,kickReturns,26
2017,Georgia State,Sun Belt,sacks,24
2017,Rutgers,Big Ten,games,12
2017,BYU,FBS Independents,games,13
2017,Louisville,ACC,puntReturnYards,123
2017,Penn State,Big Ten,rushingYards,2212
2017,Kansas,Big 12,games,12
2017,Connecticut,American Athletic,puntReturns,10
2017,Rice,Conference USA,rushingAttempts,486
2017,Northern Illinois,Mid-American,passesIntercepted,15
2017,Charlotte,Conference USA,fumblesRecovered,9
2017,Navy,American Athletic,passingTDs,10
2017,Central Michigan,Mid-American,kickReturnYards,1049
2017,Florida State,ACC,tacklesForLoss,93
2017,Penn State,Big Ten,kickReturnYards,671
2017,Minnesota,Big Ten,passesIntercepted,8
2017,Ohio State,Big Ten,passCompletions,287
2017,Coastal Carolina,Sun Belt,passingTDs,18
2017,Western Kentucky,Conference USA,kickReturns,48
2017,Stanford,Pac-12,penalties,81
2017,Stanford,Pac-12,passAttempts,363
2017,San Diego State,Mountain West,kickReturnTDs,4
2017,Auburn,SEC,thirdDowns,210
2017,Utah,Pac-12,interceptionYards,126
2017,Western Kentucky,Conference USA,passAttempts,577
2017,Kansas State,Big 12,rushingYards,2584
2017,Miami,ACC,passesIntercepted,17
2017,Coastal Carolina,Sun Belt,turnovers,18
2017,Washington,Pac-12,passingTDs,19
2017,Idaho,Sun Belt,totalYards,4194
2017,Nevada,Mountain West,thirdDowns,167
2017,Louisiana Monroe,Sun Belt,penaltyYards,531
2017,Auburn,SEC,netPassingYards,3267
2017,Illinois,Big Ten,passingTDs,8
2017,NC State,ACC,rushingTDs,35
2017,Old Dominion,Conference USA,thirdDownConversions,62
2017,Washington,Pac-12,fumblesRecovered,9
2017,Boise State,Mountain West,puntReturns,30
2017,Wyoming,Mountain West,fumblesLost,6
2017,San José State,Mountain West,kickReturns,44
2017,UMass,FBS Independents,netPassingYards,3570
2017,USC,Pac-12,kickReturnYards,901
2017,Tulsa,American Athletic,penalties,84
2017,South Alabama,Sun Belt,rushingAttempts,375
2017,Nevada,Mountain West,totalYards,4771
2017,Ball State,Mid-American,interceptionTDs,0
2017,Oregon,Pac-12,thirdDowns,178
2017,Oregon,Pac-12,games,13
2017,Washington,Pac-12,netPassingYards,2889
2017,Georgia State,Sun Belt,netPassingYards,3248
2017,Idaho,Sun Belt,kickReturnTDs,0
2017,Rice,Conference USA,passAttempts,246
2017,UAB,Conference USA,rushingTDs,27
2017,Michigan,Big Ten,penalties,86
2017,Texas A&M,SEC,sacks,43
2017,Texas Tech,Big 12,totalYards,6170
2017,California,Pac-12,passAttempts,476
2017,Pittsburgh,ACC,firstDowns,236
2017,Stanford,Pac-12,thirdDownConversions,75
2017,East Carolina,American Athletic,firstDowns,279
2017,Florida Atlantic,Conference USA,tacklesForLoss,85
2017,Notre Dame,FBS Independents,thirdDownConversions,84
2017,Rice,Conference USA,interceptionYards,80
2017,Syracuse,ACC,penaltyYards,593
2017,California,Pac-12,puntReturnTDs,0
2017,Louisiana Tech,Conference USA,sacks,23
2017,Army,FBS Independents,puntReturns,12
2017,Syracuse,ACC,passesIntercepted,4
2017,Texas State,Sun Belt,firstDowns,231
2017,Middle Tennessee,Conference USA,thirdDownConversions,67
2017,USC,Pac-12,thirdDowns,191
2017,Georgia,SEC,tacklesForLoss,85
2017,Toledo,Mid-American,fourthDowns,18
2017,Western Michigan,Mid-American,kickReturnTDs,2
2017,North Carolina,ACC,passingTDs,20
2017,Miami,ACC,tacklesForLoss,102
2017,East Carolina,American Athletic,kickReturnYards,878
2017,Louisiana,Sun Belt,fourthDownConversions,9
2017,UCF,American Athletic,tacklesForLoss,78
2017,Duke,ACC,puntReturnYards,107
2017,Toledo,Mid-American,netPassingYards,3919
2017,Kentucky,SEC,sacks,30
2017,Texas A&M,SEC,kickReturnYards,905
2017,San Diego State,Mountain West,firstDowns,256
2017,Utah,Pac-12,puntReturns,29
2017,Georgia Southern,Sun Belt,passesIntercepted,14
2017,San José State,Mountain West,passesIntercepted,6
2017,North Texas,Conference USA,interceptionYards,16
2017,Middle Tennessee,Conference USA,kickReturnTDs,0
2017,New Mexico,Mountain West,totalYards,4314
2017,BYU,FBS Independents,rushingTDs,12
2017,Stanford,Pac-12,interceptionTDs,1
2017,SMU,American Athletic,thirdDownConversions,83
2017,Arizona,Pac-12,interceptions,13
2017,Virginia Tech,ACC,interceptions,9
2017,Texas State,Sun Belt,rushingAttempts,480
2017,Oklahoma State,Big 12,fourthDownConversions,13
2017,Washington State,Pac-12,fumblesLost,11
2017,Southern Mississippi,Conference USA,thirdDownConversions,72
2017,Kent State,Mid-American,netPassingYards,1472
2017,SMU,American Athletic,penalties,83
2017,Clemson,ACC,kickReturnTDs,0
2017,Texas State,Sun Belt,netPassingYards,2468
2017,Texas,Big 12,fourthDowns,30
2017,Missouri,SEC,fourthDowns,11
2017,Appalachian State,Sun Belt,penaltyYards,831
2017,Akron,Mid-American,totalYards,4429
2017,Purdue,Big Ten,penalties,75
2017,Wisconsin,Big Ten,interceptionTDs,5
2017,Appalachian State,Sun Belt,interceptionYards,382
2017,Washington State,Pac-12,puntReturnYards,91
2017,SMU,American Athletic,passesIntercepted,12
2017,South Alabama,Sun Belt,penalties,73
2017,Oklahoma,Big 12,fourthDowns,23
2017,Illinois,Big Ten,fourthDowns,10
2017,Miami (OH),Mid-American,possessionTime,22626
2017,Florida State,ACC,firstDowns,234
2017,Middle Tennessee,Conference USA,rushingAttempts,427
2017,UCF,American Athletic,firstDowns,327
2017,Nebraska,Big Ten,passingTDs,23
2017,Louisville,ACC,thirdDownConversions,80
2017,Boston College,ACC,puntReturns,27
2017,UT San Antonio,Conference USA,puntReturns,19
2017,Arizona,Pac-12,turnovers,22
2017,Ole Miss,SEC,kickReturns,43
2017,Tennessee,SEC,passCompletions,180
2017,Washington State,Pac-12,turnovers,31
2017,Georgia,SEC,possessionTime,28908
2017,Florida State,ACC,passAttempts,345
2017,Kansas,Big 12,thirdDowns,201
2017,Ohio,Mid-American,netPassingYards,2451
2017,Alabama,SEC,kickReturnTDs,0
