rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,sacks,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,tacklesForLoss,defensiveTDs,tackles,qbHurries,passesDeflected,team,home_away,points,game_id,season,week,season_type
0,,,,0,50,0,3,,0,0,1,0,4,1,27:01,1,2,3,4-38,3.7,35,131,5.0,14-35,174,305,2-4,2-14,18,6,0,84,3,6,Georgia Tech,away,2,401112469,2019,5,regular
1,,,,0,76,0,4,7,26,0,2,0,2,4,29:08,0,1,1,8-65,3.9,32,126,5.1,11-23,118,244,1-2,1-13,8,4,0,100,2,1,Kansas State,away,13,401112108,2019,5,regular
1,5,0,2,1,0,0,1,14,,,,2,2,1,30:52,2,0,2,6-60,8.5,44,373,6.1,16-25,153,526,0-1,4-13,21,4,0,70,5,6,Oklahoma State,home,26,401112108,2019,5,regular
1,9,0,1,2,23,0,1,3,,,,0,2,6,29:43,1,1,2,2-25,2.3,28,63,7.6,27-45,342,405,0-1,7-15,23,8,0,39,10,4,Iowa State,away,21,401112076,2019,5,regular
0,3,0,2,3,25,0,1,5,0,0,1,2,2,3,30:17,0,0,0,7-75,3.1,34,104,6.8,26-45,307,411,2-3,6-17,24,10,0,74,14,16,Baylor,home,23,401112076,2019,5,regular
1,27,0,1,0,46,0,2,10,40,0,1,0,2,1,31:54,0,1,1,8-65,5.2,37,192,4.7,12-26,122,314,1-3,1-14,16,12,0,64,8,2,Texas Tech,away,16,401112117,2019,5,regular
4,9,0,2,3,29,0,1,13,,,,1,,1,28:06,1,0,1,9-114,6.7,30,201,13.0,23-34,443,644,1-1,3-9,24,10,0,29,12,5,Oklahoma,home,55,401112117,2019,5,regular
4,139,1,5,2,,,,9,,,,0,2,4,39:35,0,0,0,10-95,5.2,61,319,11.3,19-27,306,625,0-0,14-19,29,14,1,27,4,5,TCU,home,51,401112100,2019,5,regular
1,,,,1,101,0,6,2,,,,0,2,2,20:25,0,0,0,2-10,4.2,18,75,2.9,12-29,84,159,0-0,1-11,8,5,0,124,1,3,Kansas,away,14,401112100,2019,5,regular
0,5,0,1,0,29,0,1,3,0,0,1,4,4,2,36:21,0,1,1,5-23,0.6,32,18,3.4,15-35,120,138,0-3,4-18,10,12,0,37,4,2,Holy Cross,away,3,401112471,2019,5,regular
1,35,0,4,4,52,0,2,11,,,,2,4,5,23:39,1,2,3,7-74,4.0,36,143,7.9,23-36,286,429,1-3,5-16,19,10,0,46,4,8,Syracuse,home,41,401112471,2019,5,regular
0,17,0,2,2,34,0,2,2,4,0,1,2,0,0,26:57,0,0,0,3-26,1.4,31,43,4.1,14-31,127,170,0-0,3-14,15,0,0,94,8,3,Delaware,away,14,401112470,2019,5,regular
0,7,0,2,2,20,0,1,5,,,,0,2,6,33:03,1,1,2,13-115,4.4,39,172,7.3,23-37,271,443,1-2,7-18,21,10,0,54,20,10,Pittsburgh,home,17,401112470,2019,5,regular
2,15,0,2,0,23,0,3,6,44,1,2,4,6,2,28:59,0,3,3,6-41,2.3,35,79,7.2,14-30,217,296,0-2,4-16,11,4,2,43,10,8,Colorado State,away,24,401117513,2019,5,regular
0,-2,0,1,2,100,1,1,10,,,,6,4,2,31:01,2,2,4,6-30,4.3,56,240,6.2,17-33,204,444,1-1,8-18,25,7,4,26,10,7,Utah State,home,34,401117513,2019,5,regular
1,-6,0,3,1,12,0,1,5,,,,0,2,0,30:09,3,0,3,8-62,2.3,33,77,6.0,22-44,263,340,2-3,4-16,19,8,0,40,0,3,UNLV,away,17,401117514,2019,5,regular
5,92,0,6,2,1,0,1,11,51,0,3,0,4,4,29:51,0,0,0,4-40,7.8,48,374,10.3,5-12,124,498,0-0,5-12,18,6,0,46,0,6,Wyoming,home,53,401117514,2019,5,regular
0,14,0,2,2,45,0,1,5,23,0,2,0,2,2,29:27,0,1,1,3-30,5.2,31,160,8.5,24-36,306,466,0-1,4-12,19,4,0,38,0,2,Liberty,home,17,401114350,2019,5,regular
0,2,0,1,1,,,,4,,,,1,,0,30:33,2,0,2,6-40,5.2,43,223,5.3,12-26,139,362,0-1,9-17,18,4,0,42,2,4,New Mexico,away,10,401114350,2019,5,regular
1,,,,2,,,,6,,,,4,2,0,26:50,0,0,0,4-20,3.2,31,98,6.7,24-42,280,378,0-4,7-13,25,4,0,86,2,0,San José State,away,24,401117512,2019,5,regular
5,,,,1,11,0,2,5,,,,0,4,1,33:10,0,2,2,8-76,5.5,69,382,13.1,5-10,131,513,1-2,10-13,24,6,0,58,8,8,Air Force,home,41,401117512,2019,5,regular
1,0,0,1,1,13,0,2,5,,,,0,2,1,23:59,3,0,3,3-22,4.8,22,105,4.5,26-47,210,315,2-3,2-14,17,5,0,28,3,4,New Mexico State,home,17,401114341,2019,5,regular
2,0,0,1,0,,,,12,104,1,3,0,2,1,36:01,0,1,1,3-25,6.3,38,239,4.7,20-31,147,386,0-0,5-14,18,16,1,23,4,14,Fresno State,away,30,401114341,2019,5,regular
1,27,1,3,5,44,0,2,10,11,0,2,1,,3,31:12,0,0,0,6-70,5.1,27,139,10.4,31-36,373,512,0-2,5-9,26,22,2,104,0,4,Hawai'i,away,54,401117515,2019,5,regular
0,,,,0,87,0,6,3,,,,0,4,2,28:48,2,1,3,10-78,2.7,36,98,3.4,18-31,105,203,0-3,4-14,16,6,0,48,0,2,Nevada,home,3,401117515,2019,5,regular
1,,,,0,51,0,6,1,,,,0,2,3,23:06,3,0,3,6-57,4.7,39,184,2.8,8-17,47,231,1-2,4-12,15,6,0,76,0,2,Nebraska,home,7,401112241,2019,5,regular
3,3,0,2,3,46,0,2,12,0,0,3,0,,4,36:54,0,0,0,2-25,6.9,53,368,9.6,15-22,212,580,0-0,10-13,31,11,0,30,0,2,Ohio State,away,48,401112241,2019,5,regular
1,12,0,2,3,113,0,6,7,,,,0,2,0,34:20,0,1,1,9-85,2.5,28,70,6.8,33-42,286,356,0-1,6-13,26,3,0,72,6,7,Indiana,away,31,401112161,2019,5,regular
1,22,0,1,3,42,0,2,10,,,,2,0,1,25:40,0,0,0,6-61,4.2,34,142,8.3,18-36,300,442,1-2,5-13,23,7,0,43,12,3,Michigan State,home,40,401112161,2019,5,regular
5,30,0,7,3,,,,11,22,0,2,2,2,4,33:25,1,0,1,7-81,4.8,41,198,10.5,29-40,421,619,0-0,9-14,30,16,0,78,6,6,Penn State,away,59,401112204,2019,5,regular
0,,,,0,54,0,3,,0,0,1,0,4,0,26:35,2,1,3,9-85,1.8,34,60,2.8,11-24,68,128,1-2,4-15,10,12,0,106,1,3,Maryland,home,0,401112204,2019,5,regular
5,29,0,5,2,13,0,1,10,,,,2,2,2,30:41,1,0,1,6-35,3.4,41,141,12.4,20-27,335,476,1-1,6-11,28,12,0,72,8,1,Michigan,home,52,401112225,2019,5,regular
0,0,0,1,0,74,0,7,,0,0,1,0,2,1,29:19,0,1,1,9-70,1.6,29,46,4.4,17-24,106,152,0-2,5-14,10,3,0,78,0,4,Rutgers,away,0,401112225,2019,5,regular
1,35,0,5,1,18,0,1,3,0,0,1,2,4,2,28:39,1,2,3,4-23,2.4,41,97,3.9,18-41,158,255,1-2,5-20,21,6,0,58,1,8,Northwestern,away,15,401112247,2019,5,regular
1,3,0,3,0,69,0,3,6,68,1,1,4,4,10,31:21,1,1,2,7-79,3.6,36,130,4.7,15-24,113,243,1-1,4-16,13,28,4,88,14,20,Wisconsin,home,24,401112247,2019,5,regular
2,,,,2,50,0,3,7,,,,0,,4,30:59,2,0,2,3-29,3.7,33,123,5.9,27-49,291,414,2-2,7-16,28,16,0,37,0,0,Purdue,home,31,401112232,2019,5,regular
1,,,,4,,,,8,14,0,2,0,,4,29:01,0,0,0,5-37,2.7,34,92,18.0,21-22,396,488,0-0,3-8,21,12,0,102,0,8,Minnesota,away,38,401112232,2019,5,regular
0,,,,0,0,0,8,3,,,,0,,2,24:03,0,0,0,8-72,3.3,24,80,5.0,17-27,136,216,0-0,3-12,12,10,0,106,3,0,Middle Tennessee,away,3,401112193,2019,5,regular
4,,,,2,20,0,1,12,,,,0,,4,35:57,0,0,0,3-20,6.9,51,351,10.1,20-29,293,644,3-3,10-16,30,5,0,27,2,2,Iowa,home,48,401112193,2019,5,regular
1,26,0,3,3,49,0,2,7,,,,0,6,4,33:33,0,1,1,8-70,4.5,37,168,12.5,19-28,351,519,0-0,9-14,21,14,0,29,1,6,Southern Mississippi,home,31,401114272,2019,5,regular
1,8,0,3,0,91,0,4,7,,,,2,0,1,26:27,0,0,0,7-60,5.0,25,126,6.0,14-28,168,294,1-1,4-14,14,10,0,86,4,8,UTEP,away,13,401114272,2019,5,regular
2,2,0,1,1,65,0,3,5,0,0,1,0,2,2,23:07,0,0,0,3-11,3.8,22,84,5.4,21-39,210,294,0-0,3-13,19,12,0,88,4,10,Louisiana Tech,away,23,401114268,2019,5,regular
2,31,0,3,0,36,0,3,8,,,,0,8,6,36:53,1,0,1,5-40,4.0,48,190,5.7,16-26,148,338,2-2,4-16,19,10,0,26,10,18,Rice,home,20,401114268,2019,5,regular
3,,,,1,45,0,6,4,,,,0,,2,27:43,0,0,0,7-56,5.0,33,164,8.6,27-39,337,501,0-0,9-13,28,14,0,84,2,6,Oregon State,home,28,401114202,2019,5,regular
0,27,0,1,4,147,0,5,7,,,,0,,4,32:17,0,0,0,7-38,3.2,31,100,9.4,19-27,253,353,1-1,7-14,18,6,0,44,4,3,Stanford,away,31,401114202,2019,5,regular
1,6,0,2,1,78,0,4,2,,,,2,0,2,31:09,3,0,3,8-80,6.4,33,212,5.1,19-32,163,375,1-2,4-13,18,8,0,86,0,2,USC,away,14,401114221,2019,5,regular
3,26,0,3,0,49,0,2,8,18,0,3,0,4,1,28:51,0,1,1,7-44,5.5,35,193,6.9,16-26,180,373,1-1,3-12,16,10,0,39,0,6,Washington,home,28,401114221,2019,5,regular
3,30,0,3,0,59,0,2,6,0,0,1,0,2,6,32:55,0,1,1,5-65,4.0,48,191,7.3,14-24,174,365,1-1,8-17,19,10,0,32,0,3,Arizona State,away,24,401114156,2019,5,regular
1,,,,1,69,0,5,5,,,,2,2,2,27:05,1,0,1,2-15,2.8,37,105,5.4,14-26,140,245,0-2,7-16,13,14,0,28,6,2,California,home,17,401114156,2019,5,regular
3,,,,4,22,0,4,8,67,1,2,4,2,3,21:51,0,1,1,11-90,6.2,37,230,12.6,21-30,377,607,0-3,4-9,28,16,2,49,2,5,UCF,home,56,401117872,2019,5,regular
0,,,,3,84,0,3,3,,,,2,8,4,38:09,2,2,4,7-60,3.6,40,145,7.8,23-36,281,426,1-2,4-14,23,5,0,64,0,5,Connecticut,away,21,401117872,2019,5,regular
3,,,,2,,,,8,22,0,2,0,,2,34:28,0,0,0,9-87,4.7,41,192,11.1,21-30,334,526,2-3,6-12,29,2,0,38,0,24,Utah,home,38,401114226,2019,5,regular
0,,,,1,72,0,3,7,,,,0,,4,25:32,2,0,2,9-66,4.4,14,61,5.1,30-49,252,313,1-2,3-12,18,5,0,82,0,6,Washington State,away,13,401114226,2019,5,regular
1,,,,1,,,,8,12,0,1,0,,4,28:04,0,0,0,10-74,3.3,30,99,8.0,29-44,352,451,2-2,6-17,21,10,0,102,0,14,Arizona,home,20,401114166,2019,5,regular
1,11,0,2,1,,,,5,,,,0,,2,31:56,1,0,1,5-40,5.0,43,217,5.4,22-42,228,445,1-3,8-17,25,7,0,51,0,4,UCLA,away,17,401114166,2019,5,regular
1,7,0,1,3,69,0,7,3,0,0,1,0,2,4,26:42,3,0,3,6-45,1.9,27,52,7.5,19-38,284,336,1-1,4-14,17,9,0,88,0,6,Charlotte,home,27,401114267,2019,5,regular
4,1,0,1,2,2,0,1,7,-2,0,3,0,,6,33:18,1,0,1,9-80,4.6,51,236,11.5,21-28,321,557,0-0,8-16,22,16,0,40,9,5,Florida Atlantic,away,45,401114267,2019,5,regular
3,63,1,2,1,125,1,3,8,,,,0,2,1,27:02,0,0,0,3-30,7.1,33,235,6.2,16-20,124,359,0-0,4-11,17,8,2,43,14,10,Houston,away,46,401114270,2019,5,regular
1,15,0,1,2,71,0,3,7,,,,0,4,4,32:58,0,0,0,6-57,3.2,30,96,6.2,36-58,360,456,4-7,8-22,20,5,0,30,2,2,North Texas,home,25,401114270,2019,5,regular
1,,,,0,61,0,3,7,,,,2,0,2,32:45,4,0,4,7-67,3.0,39,117,5.8,18-31,181,298,1-3,5-13,20,6,0,52,4,0,UAB,away,13,401114273,2019,5,regular
0,4,0,1,2,31,0,1,8,19,0,4,0,4,3,27:15,0,1,1,7-71,1.1,29,33,7.9,15-24,189,222,0-0,6-13,14,8,0,41,2,5,Western Kentucky,home,20,401114273,2019,5,regular
4,51,0,6,3,25,0,2,6,0,0,2,0,,20,31:48,2,0,2,12-123,5.1,48,245,8.7,24-29,252,497,1-1,9-17,31,26,0,100,0,4,SMU,away,48,401117873,2019,5,regular
0,5,0,1,3,105,0,6,3,43,0,2,0,2,0,28:12,2,0,2,12-134,1.6,33,54,7.2,21-40,288,342,1-3,4-16,22,6,0,59,1,0,South Florida,home,21,401117873,2019,5,regular
2,5,0,1,0,104,0,6,2,,,,2,0,2,22:52,0,0,0,7-65,4.3,29,125,4.4,11-30,131,256,1-2,4-15,14,5,0,42,5,2,Marshall,home,14,401114269,2019,5,regular
3,14,0,2,4,32,0,1,10,,,,0,4,2,37:08,0,1,1,9-75,4.5,51,230,11.3,21-26,295,525,2-2,7-14,29,5,0,36,34,3,Cincinnati,away,52,401114269,2019,5,regular
2,20,0,1,0,20,0,1,7,37,0,2,2,6,1,36:29,2,1,3,7-75,2.1,42,90,6.8,20-30,203,293,0-0,8-19,16,8,0,52,4,10,Old Dominion,home,21,401114271,2019,5,regular
0,22,1,4,2,16,0,2,6,10,0,2,2,6,4,23:31,2,1,3,6-46,3.0,36,107,9.6,8-21,202,309,0-1,4-16,12,11,2,82,6,0,East Carolina,away,24,401114271,2019,5,regular
1,5,0,2,3,187,1,4,5,0,0,1,2,4,2,21:21,0,1,1,5-39,4.2,25,105,10.9,14-18,196,301,0-0,4-10,12,8,1,114,1,1,Memphis,home,35,401117871,2019,5,regular
2,28,0,3,1,15,0,1,5,,,,2,4,3,38:39,1,1,2,6-55,4.4,66,291,6.3,6-13,82,373,3-5,7-17,20,8,0,66,2,0,Navy,away,23,401117871,2019,5,regular
2,,,,0,29,0,2,10,,,,4,2,0,33:56,0,0,0,3-35,3.8,56,215,3.1,6-12,37,252,0-1,5-13,18,6,0,45,0,6,Georgia Southern,home,24,401121945,2019,5,regular
4,11,0,3,1,,,,7,,,,0,4,6,26:04,0,2,2,3-32,6.5,42,275,9.2,11-18,165,440,2-2,4-7,23,6,0,36,4,2,Louisiana,away,37,401121945,2019,5,regular
1,,,,4,130,0,7,13,14,0,2,4,4,6,29:42,1,1,2,5-70,3.5,34,119,6.5,34-59,384,503,0-1,9-19,29,9,0,40,3,4,Troy,home,43,401121944,2019,5,regular
1,,,,4,64,0,8,12,0,0,1,2,4,2,30:18,2,2,4,13-138,3.0,34,103,12.6,26-36,455,558,2-2,4-14,24,6,2,52,3,8,Arkansas State,away,50,401121944,2019,5,regular
2,-7,0,2,0,22,0,2,5,,,,0,,4,35:35,1,0,1,6-46,5.1,52,263,4.4,14-26,114,377,3-4,4-16,24,3,0,26,1,8,South Alabama,away,17,401121946,2019,5,regular
1,7,0,1,3,22,0,1,6,0,0,1,0,,8,24:25,0,0,0,12-108,4.4,32,142,11.4,17-25,286,428,2-2,3-11,18,16,0,74,10,1,Louisiana Monroe,home,30,401121946,2019,5,regular
0,,,,0,22,0,1,3,3,0,1,0,2,2,27:17,1,1,2,3-30,2.7,28,75,5.4,15-27,145,220,1-1,2-12,12,5,0,34,1,0,Nicholls,away,3,401121947,2019,5,regular
1,,,,2,61,0,2,6,12,0,1,2,0,2,32:43,1,0,1,6-70,3.2,34,109,8.7,22-29,253,362,1-1,5-14,16,4,0,48,8,8,Texas State,home,24,401121947,2019,5,regular
3,,,,2,-4,0,2,7,35,0,1,0,4,1,31:51,1,0,1,10-75,4.4,35,153,7.7,20-31,240,393,1-1,5-13,21,6,0,74,2,2,Coastal Carolina,away,37,401121943,2019,5,regular
5,37,0,2,2,149,0,5,8,24,1,1,0,,2,28:09,1,0,1,7-74,4.6,40,184,10.3,19-24,246,430,2-2,7-12,20,8,2,28,2,3,Appalachian State,home,56,401121943,2019,5,regular
0,4,0,2,0,25,0,2,0,,,,0,4,0,33:20,1,0,1,6-39,2.8,42,118,4.1,15-27,110,228,0-2,8-19,14,4,0,34,2,3,Bowling Green,away,0,401114337,2019,6,regular
1,36,0,4,6,,,,10,0,0,1,0,,2,26:40,0,0,0,1-5,6.9,34,233,12.6,21-27,340,573,0-0,8-11,27,8,0,37,14,4,Notre Dame,home,52,401114337,2019,6,regular
0,,,,2,0,0,3,2,,,,0,4,0,23:32,1,1,2,6-51,2.4,29,70,8.3,15-33,273,343,0-1,5-12,20,2,0,39,0,4,Tennessee,home,14,401110816,2019,6,regular
2,6,0,1,2,,,,13,0,0,1,2,0,3,36:28,0,0,0,11-107,5.8,41,238,9.9,24-29,288,526,0-1,5-11,26,11,1,28,2,5,Georgia,away,43,401110816,2019,6,regular
0,-5,0,1,1,22,0,1,7,,,,8,2,4,26:19,3,1,4,9-70,3.6,34,124,5.4,11-27,145,269,0-1,2-14,12,11,0,66,4,6,Auburn,away,13,401110812,2019,6,regular
1,,,,2,0,0,1,6,41,0,3,2,8,2,33:41,0,4,4,6-55,4.0,33,132,6.8,25-39,266,398,0-2,4-15,19,10,0,38,6,6,Florida,home,24,401110812,2019,6,regular
4,6,0,2,0,,,,7,,,,0,,6,26:58,0,0,0,5-54,9.4,44,413,5.5,10-18,99,512,1-3,4-14,15,9,0,60,16,7,Ole Miss,home,31,401110814,2019,6,regular
0,9,0,2,0,19,0,2,6,,,,0,,6,33:02,0,0,0,3-23,2.3,27,62,4.4,25-46,202,264,2-3,2-17,17,14,0,29,0,8,Vanderbilt,away,6,401110814,2019,6,regular
0,,,,0,21,0,1,6,19,0,1,2,0,4,18:57,3,0,3,3-25,0.9,22,19,4.5,16-31,140,159,0-0,1-12,10,4,0,120,4,4,Utah State,away,6,401110813,2019,6,regular
1,10,0,1,5,38,0,1,6,5,0,3,0,6,4,41:03,1,1,2,5-41,4.9,51,248,9.1,28-39,353,601,0-1,11-17,32,10,0,62,2,2,LSU,home,42,401110813,2019,6,regular
1,,,,2,0,0,2,2,0,0,1,2,2,8,28:04,0,1,1,4-30,4.2,43,181,8.6,16-23,197,378,2-3,6-14,19,10,0,94,4,0,Buffalo,home,20,401119274,2019,6,regular
3,3,0,1,0,22,0,1,3,,,,2,2,0,31:56,1,1,2,2-15,4.0,47,186,8.2,12-19,155,341,0-1,8-13,23,0,0,46,1,0,Ohio,away,21,401119274,2019,6,regular
5,20,0,3,2,28,0,1,6,,,,2,6,18,40:26,0,1,1,3-31,6.3,55,348,8.6,17-20,172,520,1-1,11-15,29,10,0,72,1,6,Wisconsin,home,48,401112269,2019,6,regular
0,,,,0,10,0,1,0,,,,2,2,2,19:34,0,1,1,3-25,2.1,28,60,3.8,10-17,64,124,0-0,2-11,10,4,0,122,0,0,Kent State,away,0,401112269,2019,6,regular
1,16,0,2,2,94,0,3,6,0,0,1,2,0,8,27:14,1,0,1,4-36,4.0,29,117,5.9,25-51,303,420,1-3,7-18,23,16,0,66,2,4,Western Michigan,away,24,401119275,2019,6,regular
2,48,0,2,2,66,0,3,7,9,0,1,0,2,5,32:46,1,1,2,6-60,5.2,53,275,9.1,14-22,200,475,0-0,6-12,26,7,0,78,3,12,Toledo,home,31,401119275,2019,6,regular
2,9,0,2,0,20,0,5,8,0,0,1,2,8,4,27:58,1,2,3,12-111,4.7,31,147,5.6,21-43,241,388,0-1,4-15,18,5,0,86,2,6,Northern Illinois,home,20,401119272,2019,6,regular
2,-1,0,1,0,49,0,2,13,40,0,1,4,6,1,32:02,1,1,2,4-35,3.9,60,235,2.4,4-14,34,269,0-0,3-15,20,12,0,64,6,12,Ball State,away,27,401119272,2019,6,regular
4,-2,0,1,2,25,0,2,6,0,0,1,0,6,10,32:12,1,1,2,10-103,6.8,45,308,11.6,15-24,279,587,2-2,5-13,24,20,0,43,4,4,Central Michigan,home,42,401119273,2019,6,regular
1,3,0,1,1,24,0,4,4,13,0,1,0,2,0,27:48,1,0,1,5-57,2.3,28,63,5.7,23-39,222,285,0-4,2-12,22,2,0,84,0,6,Eastern Michigan,away,16,401119273,2019,6,regular
3,11,0,3,2,43,0,1,11,11,0,1,0,2,0,34:54,0,0,0,7-61,5.4,44,236,12.6,23-34,428,664,1-1,8-16,26,8,0,53,10,1,Louisville,home,41,401112473,2019,6,regular
1,20,0,2,4,158,0,6,7,,,,0,2,0,25:06,1,1,2,5-35,5.8,45,259,9.2,15-33,304,563,2-3,4-15,24,9,0,118,1,6,Boston College,away,39,401112473,2019,6,regular
1,29,0,1,4,22,0,1,3,,,,0,4,2,31:15,4,1,5,11-90,4.1,23,94,8.5,32-55,469,563,2-3,7-15,27,5,0,80,3,2,Miami,home,35,401112476,2019,6,regular
3,3,0,1,3,28,0,2,6,24,0,4,2,0,14,28:45,0,0,0,5-50,3.6,43,153,9.2,10-20,184,337,0-0,9-16,17,9,0,64,5,9,Virginia Tech,away,42,401112476,2019,6,regular
1,20,0,2,4,65,0,3,8,0,0,2,0,4,2,36:54,1,0,1,6-61,4.6,46,211,7.4,33-51,376,587,1-1,11-19,34,6,0,32,1,2,North Carolina,away,38,401112475,2019,6,regular
1,16,0,3,2,110,0,5,2,18,0,1,0,2,1,23:06,2,0,2,3-25,5.2,29,150,7.1,11-24,171,321,0-0,4-11,14,14,0,56,2,3,Georgia Tech,home,22,401112475,2019,6,regular
0,47,0,3,3,45,0,4,9,69,1,3,6,4,6,30:11,2,2,4,15-145,2.0,35,69,5.6,29-48,268,337,0-1,6-18,22,10,2,39,4,16,Pittsburgh,away,33,401112474,2019,6,regular
3,32,0,3,1,59,0,4,4,26,0,2,4,6,3,29:49,3,3,6,4-60,2.8,44,123,3.7,18-45,165,288,1-2,10-24,20,8,0,80,8,8,Duke,home,30,401112474,2019,6,regular
5,,,,1,80,0,4,6,0,0,1,0,4,2,31:07,0,2,2,9-79,6.1,53,324,9.6,15-21,201,525,1-1,7-12,28,10,0,30,4,4,Tulane,away,42,401114328,2019,6,regular
3,,,,1,59,0,5,3,,,,4,0,2,28:53,1,0,1,4-34,4.4,44,193,7.1,9-24,170,363,2-4,6-15,21,10,1,42,0,1,Army,home,33,401114328,2019,6,regular
1,-2,0,1,4,27,0,1,13,14,0,3,4,2,14,28:04,0,0,0,7-70,4.6,35,162,9.6,26-44,424,586,0-2,2-13,29,28,0,51,8,8,Texas Tech,home,45,401112126,2019,6,regular
3,9,0,1,2,36,0,2,3,,,,0,4,1,31:56,3,2,5,5-56,3.9,56,219,7.8,22-37,290,509,4-5,5-19,26,5,0,96,2,6,Oklahoma State,away,35,401112126,2019,6,regular
3,,,,1,21,0,1,7,17,0,1,2,2,6,23:15,0,0,0,7-52,5.1,31,158,11.2,15-24,268,426,0-0,2-9,18,30,0,50,0,6,Baylor,away,31,401112077,2019,6,regular
0,,,,1,74,0,4,6,,,,0,6,1,36:45,1,1,2,5-35,3.1,40,123,6.4,22-34,218,341,1-2,6-17,21,7,0,62,0,2,Kansas State,home,12,401112077,2019,6,regular
0,,,,3,108,0,5,2,0,0,1,0,,2,30:29,0,0,0,9-82,4.1,32,130,8.2,18-28,230,360,0-2,6-14,18,8,0,82,3,6,Kansas,home,20,401112101,2019,6,regular
4,46,0,1,2,34,0,2,9,,,,0,,3,29:31,1,0,1,8-89,7.2,37,268,9.6,20-29,277,545,0-0,6-9,29,7,0,98,1,3,Oklahoma,away,45,401112101,2019,6,regular
1,-2,0,2,3,61,0,3,7,34,0,1,0,,3,23:56,4,0,4,3-30,4.2,23,96,8.0,31-46,367,463,2-2,4-14,24,5,0,47,0,6,West Virginia,home,31,401112137,2019,6,regular
4,,,,2,36,0,2,6,25,0,4,0,,0,36:04,1,0,1,10-89,4.4,49,216,6.4,18-33,211,427,0-0,10-18,26,6,0,100,0,3,Texas,away,42,401112137,2019,6,regular
1,,,,2,108,0,8,6,,,,0,4,1,29:35,0,2,2,9-88,3.3,33,108,7.4,21-30,221,329,1-1,6-15,17,6,0,44,2,6,TCU,away,24,401112088,2019,6,regular
4,,,,2,49,0,3,7,,,,4,2,2,30:25,0,0,0,5-35,5.1,37,189,10.3,19-24,247,436,0-2,4-9,21,8,1,78,2,4,Iowa State,home,49,401112088,2019,6,regular
0,,,,1,27,0,1,4,,,,0,6,4,30:46,2,1,3,7-60,2.0,31,61,4.3,20-35,150,211,1-2,5-17,13,5,0,94,0,4,Troy,away,10,401110815,2019,6,regular
2,2,0,1,3,41,0,2,6,59,1,2,2,0,4,29:14,0,0,0,9-106,4.6,36,165,10.3,18-27,278,443,0-0,6-13,20,5,1,44,6,5,Missouri,home,42,401110815,2019,6,regular
0,0,0,2,2,12,0,1,1,,,,2,6,1,34:39,1,0,1,5-55,2.2,31,69,4.8,24-55,262,331,1-5,4-20,22,4,0,34,0,6,UNLV,home,13,401117517,2019,6,regular
2,58,0,8,3,73,0,3,8,0,0,1,0,2,5,25:21,0,1,1,10-130,6.5,28,182,9.0,22-36,325,507,1-2,2-13,21,11,0,41,0,10,Boise State,away,38,401117517,2019,6,regular
0,15,0,2,3,33,0,2,6,5,0,3,2,0,4,35:44,0,0,0,7-55,2.1,43,91,7.4,16-20,147,238,1-2,3-14,14,11,0,54,1,5,San Diego State,away,24,401117518,2019,6,regular
0,5,0,3,1,,,,4,,,,0,2,4,24:16,3,1,4,5-33,0.7,25,18,6.8,19-32,217,235,0-2,4-13,12,24,0,42,1,3,Colorado State,home,10,401117518,2019,6,regular
1,4,0,3,2,10,0,2,14,24,0,4,4,2,0,32:28,0,1,1,8-70,1.5,34,52,10.6,26-39,412,464,1-1,6-19,19,1,0,35,2,4,San José State,home,32,401117519,2019,6,regular
1,-2,0,2,2,120,0,5,3,,,,2,10,3,27:32,4,2,6,9-95,5.8,41,238,6.2,11-26,161,399,1-1,5-12,20,9,0,40,4,14,New Mexico,away,21,401117519,2019,6,regular
4,1,0,1,0,89,0,6,4,5,0,1,4,10,4,27:51,0,3,3,7-52,4.3,50,214,20.3,6-8,162,376,1-1,4-11,16,16,2,50,3,10,Navy,home,34,401117516,2019,6,regular
2,0,0,1,0,18,0,2,13,,,,6,6,1,32:09,1,2,3,1-12,2.4,45,108,9.5,11-26,246,354,1-3,5-17,15,10,0,35,0,2,Air Force,away,25,401117516,2019,6,regular
0,,,,1,0,0,4,4,34,0,1,2,4,6,28:23,1,2,3,4-30,2.5,27,67,5.7,20-38,218,285,0-0,4-13,18,7,0,47,0,1,Michigan State,away,10,401112216,2019,6,regular
2,,,,2,0,0,2,10,26,0,1,4,2,4,31:37,1,1,2,10-85,6.6,49,323,8.2,17-25,206,529,0-0,8-15,22,9,0,66,1,6,Ohio State,home,34,401112216,2019,6,regular
1,,,,0,175,0,8,1,,,,0,,4,34:06,2,0,2,6-36,3.2,47,151,6.5,13-25,163,314,0-2,4-18,11,10,0,35,10,2,Rutgers,home,7,401112205,2019,6,regular
4,0,0,1,2,122,1,2,6,34,0,2,0,2,6,25:54,0,0,0,6-51,7.1,28,200,8.5,22-34,290,490,0-0,4-13,17,11,2,44,14,6,Maryland,away,48,401112205,2019,6,regular
