rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,team,home_away,points,game_id,season,week,season_type
2,3,,,,7,0,0,1,1,1,31:42,0,1,1,4-35,3.1,47,144,14.4,18-20,288,432,1-1,5-13,19,22,0,1,9,0,43,4,2,8,South Carolina,home,37,401520267,2023,4,regular
2,1,27,0,1,8,6,0,2,0,,28:49,4,0,4,7-75,3.6,27,97,4.9,20-47,231,328,1-1,6-17,20,,,,3,0,19,1,3,4,Vanderbilt,home,28,401520274,2023,4,regular
3,1,13,0,1,9,84,2,3,0,1,31:11,2,0,2,10-106,5.2,31,160,7.1,15-29,205,365,0-0,5-11,18,,,,2,2,37,1,8,7,Kentucky,away,45,401520274,2023,4,regular
1,0,26,0,3,4,0,0,1,0,2,25:37,1,0,1,8-69,1.9,29,56,6.8,21-36,245,301,3-4,3-14,17,,,,9,0,38,4,1,0,Ole Miss,away,10,401520250,2023,4,regular
1,1,,,,10,37,0,1,0,1,34:23,1,0,1,6-60,2.9,45,131,10.7,17-21,225,356,0-0,6-13,20,4,0,1,10,0,40,5,8,4,Alabama,home,24,401520250,2023,4,regular
0,4,,,,10,0,0,2,0,,25:38,1,0,1,5-51,6.5,29,189,11.0,20-29,320,509,0-0,6-10,26,,,,6,0,32,4,3,3,LSU,home,34,401520258,2023,4,regular
0,3,19,0,2,11,15,0,1,0,2,34:22,2,0,2,11-69,3.7,37,137,9.3,21-31,289,426,1-1,8-13,25,,,,2,0,25,2,1,2,Arkansas,away,31,401520258,2023,4,regular
1,2,15,0,1,9,,,,0,1,27:45,0,1,1,7-50,6.3,33,209,7.7,15-25,193,402,0-0,5-12,16,30,0,3,15,0,39,7,1,3,Texas A&M,home,27,401520270,2023,4,regular
0,0,16,0,1,4,,,,1,1,32:15,0,0,0,10-64,3.5,41,144,2.4,9-23,56,200,1-2,3-15,14,14,0,2,4,0,34,2,2,2,Auburn,away,10,401520270,2023,4,regular
0,3,,,,2,,,,0,1,31:34,0,0,0,8-57,2.8,28,77,8.3,21-33,274,351,2-4,5-15,14,,,,0,0,33,0,0,3,Delaware State,away,20,401532408,2023,4,regular
6,2,,,,14,,,,0,,25:40,0,0,0,4-45,10.8,43,466,8.2,15-22,180,646,0-1,8-10,28,29,0,2,8,0,31,0,4,4,Miami (OH),home,62,401532408,2023,4,regular
1,0,49,0,3,1,,,,1,3,25:47,2,2,4,12-123,4.6,22,102,3.5,16-31,109,211,0-1,2-11,10,5,0,1,6,0,37,1,2,1,Bowling Green,home,7,401532405,2023,4,regular
0,3,44,0,2,8,21,0,2,2,3,34:13,0,1,1,8-65,3.4,37,127,10.6,16-19,201,328,0-1,6-12,19,4,0,1,7,0,29,3,3,3,Ohio,away,38,401532405,2023,4,regular
2,5,57,0,3,9,,,,0,1,32:21,0,0,0,3-25,4.3,33,143,10.9,26-34,370,513,1-2,8-10,29,,,,6,0,29,0,3,2,Fresno State,home,53,401532407,2023,4,regular
1,0,95,0,5,4,,,,0,,27:39,0,0,0,11-72,3.5,37,129,6.8,8-15,102,231,1-2,3-12,11,,,,1,0,40,0,1,3,Kent State,away,10,401532407,2023,4,regular
1,1,39,0,3,9,66,1,3,0,1,25:36,1,1,2,5-50,2.7,34,92,7.3,11-26,190,282,0-2,3-14,14,0,0,1,6,1,46,2,1,4,Indiana,home,29,401520256,2023,4,regular
3,0,55,0,3,9,25,0,1,1,0,34:24,3,0,3,10-98,6.6,40,263,4.8,26-44,211,474,0-2,5-17,24,-1,0,1,5,0,33,3,2,2,Akron,away,27,401520256,2023,4,regular
3,0,51,0,2,7,8,0,2,2,4,33:43,2,2,4,5-50,4.2,55,230,6.3,13-26,163,393,1-4,5-14,24,,,,3,0,32,0,1,5,Western Michigan,away,31,401532406,2023,4,regular
3,4,25,0,1,7,12,0,2,2,3,26:17,2,2,4,11-95,6.1,44,269,9.5,14-24,228,497,0-1,5-11,23,,,,6,0,40,3,0,2,Toledo,home,49,401532406,2023,4,regular
0,4,32,0,2,16,0,0,2,0,,30:41,0,0,0,5-35,6.2,27,167,7.3,36-50,363,530,2-2,4-14,25,15,0,3,10,0,27,4,4,4,Georgia Southern,away,40,401531871,2023,4,regular
0,0,30,0,2,3,,,,0,1,29:19,2,0,2,3-25,1.3,28,37,5.5,14-29,160,197,0-0,3-15,10,,,,3,0,43,1,3,1,Ball State,home,3,401531871,2023,4,regular
2,1,,,,3,34,0,3,0,,29:14,0,0,0,4-35,5.4,55,295,4.9,9-19,93,388,1-2,3-14,23,7,0,2,13,0,32,6,0,5,Jacksonville State,home,21,401520257,2023,4,regular
0,0,,,,,,,,0,,30:46,3,0,3,3-15,1.6,35,57,3.3,13-29,95,152,0-3,1-15,11,,,,2,0,38,0,1,2,Eastern Michigan,away,0,401520257,2023,4,regular
2,2,18,0,1,6,,,,0,,26:16,0,0,0,5-49,4.6,33,151,9.4,17-27,254,405,0-1,7-13,19,27,0,2,6,0,33,2,5,2,South Alabama,home,30,401531876,2023,4,regular
4,1,31,0,2,4,,,,0,,33:44,0,0,0,4-30,3.3,38,125,7.4,20-31,230,355,1-1,9-16,19,,,,6,0,29,2,4,2,Central Michigan,away,34,401531876,2023,4,regular
2,0,33,0,2,8,0,0,2,1,1,27:48,2,1,3,3-29,3.7,48,179,5.1,8-20,102,281,0-0,6-15,17,9,0,1,5,0,43,0,4,1,Tulsa,away,22,401531338,2023,4,regular
1,1,44,0,3,2,22,0,2,1,3,32:12,2,1,3,5-38,4.1,41,167,4.4,17-29,128,295,2-4,5-14,18,2,0,1,7,0,44,3,3,1,Northern Illinois,home,14,401531338,2023,4,regular
4,1,17,0,2,9,55,1,2,0,3,26:38,2,1,3,5-32,7.1,38,269,8.6,22-29,249,518,0-1,5-12,24,21,0,3,7,1,47,3,6,5,Louisiana,home,45,401531875,2023,4,regular
4,1,53,0,3,6,0,0,2,1,0,33:22,2,0,2,6-42,4.0,44,178,5.6,18-35,195,373,2-3,6-17,19,0,0,1,6,0,41,2,0,2,Buffalo,away,38,401531875,2023,4,regular
2,1,46,0,2,6,,,,0,2,34:36,0,1,1,6-50,3.6,41,146,7.4,25-38,283,429,1-2,6-14,25,21,0,2,5,0,21,2,3,5,Clemson,home,24,401525507,2023,4,regular
1,2,,,,7,,,,1,0,25:24,0,0,0,7-60,1.1,20,22,7.8,21-37,289,311,1-2,4-13,16,9,0,1,6,0,43,3,1,7,Florida State,away,31,401525507,2023,4,regular
3,5,49,0,3,8,,,,0,1,34:36,0,0,0,4-50,4.7,41,194,18.5,18-21,388,582,1-1,8-13,22,,,,3,0,38,3,4,7,Louisville,home,56,401525506,2023,4,regular
1,3,33,0,2,4,,,,0,,25:24,0,0,0,7-61,4.3,31,132,7.2,21-41,295,427,1-4,6-14,23,,,,5,0,36,2,1,1,Boston College,away,28,401525506,2023,4,regular
0,2,23,0,1,7,11,0,1,0,1,32:34,2,0,2,7-69,2.8,41,113,9.0,18-30,271,384,1-2,5-14,20,10,0,6,5,0,38,2,5,4,Virginia,home,21,401525505,2023,4,regular
1,2,58,0,4,6,9,0,2,0,,27:26,1,0,1,7-62,3.9,36,139,5.8,15-31,180,319,0-0,6-14,21,5,0,1,7,0,38,2,5,3,NC State,away,24,401525505,2023,4,regular
1,2,38,0,2,12,37,0,3,2,0,28:01,1,0,1,14-142,4.9,32,158,8.2,16-27,222,380,0-1,7-15,13,,,,11,0,37,9.5,1,5,Georgia Tech,away,30,401525508,2023,4,regular
1,1,44,0,2,4,13,0,1,0,4,31:59,3,2,5,2-15,4.3,52,224,5.4,16-30,162,386,1-3,7-14,29,-3,0,1,5,0,30,0,2,2,Wake Forest,home,16,401525508,2023,4,regular
2,1,26,0,1,6,,,,1,0,32:46,2,0,2,3-30,4.9,44,214,6.1,16-27,166,380,0-0,5-14,19,,,,6,0,26,4,11,6,Marshall,home,24,401525511,2023,4,regular
2,0,30,0,4,5,4,0,2,0,3,27:14,0,1,1,9-70,6.1,30,184,4.5,19-35,159,343,1-3,2-13,16,31,0,3,6,0,33,2,3,1,Virginia Tech,away,17,401525511,2023,4,regular
0,1,115,0,6,1,,,,0,1,27:26,2,1,3,6-37,0.7,16,11,6.4,23-42,268,279,0-3,5-13,13,,,,3,0,44,0,0,2,Temple,home,7,401525509,2023,4,regular
2,3,48,0,2,11,0,0,2,1,0,32:34,0,0,0,7-65,7.7,42,323,8.8,17-25,220,543,0-1,5-11,24,0,0,1,6,0,33,3,2,5,Miami,away,41,401525509,2023,4,regular
2,0,120,1,3,6,,,,0,2,28:53,2,1,3,11-84,4.0,28,113,5.9,18-33,194,307,0-2,4-11,18,13,0,3,9,1,34,5,1,2,Pittsburgh,home,24,401525510,2023,4,regular
3,1,18,0,1,11,33,0,2,1,0,31:07,0,0,0,3-29,2.0,39,77,9.9,22-30,296,373,1-2,5-14,22,81,1,2,5,1,28,2,7,5,North Carolina,away,41,401525510,2023,4,regular
1,0,66,0,4,1,,,,0,2,30:10,0,2,2,4-49,2.4,37,89,4.1,13-28,114,203,0-2,4-14,14,25,0,3,3,0,33,0,0,4,Connecticut,home,7,401520272,2023,4,regular
3,1,,,,11,,,,2,1,29:50,0,0,0,8-59,2.7,27,74,7.3,23-34,248,322,1-2,5-13,20,73,0,4,8,0,42,2,2,3,Duke,away,41,401520272,2023,4,regular
2,1,,,,11,22,0,2,0,,26:40,1,0,1,6-65,4.3,37,158,9.4,21-26,245,403,1-2,3-11,20,17,0,3,8,0,39,4,3,1,Syracuse,home,29,401520268,2023,4,regular
1,1,12,0,1,4,37,0,1,0,1,33:20,2,0,2,1-10,2.7,46,125,6.9,9-21,145,270,3-4,6-17,16,2,0,1,3,0,45,2,0,2,Army,away,16,401520268,2023,4,regular
1,3,0,0,1,10,19,0,2,0,,34:41,0,0,0,5-40,2.2,34,74,9.2,27-38,348,422,1-1,6-17,20,15,0,3,3,0,24,1,11,3,Iowa State,home,34,401525846,2023,4,regular
1,2,,,,9,,,,0,,25:19,2,0,2,3-25,5.5,24,131,5.8,23-48,278,409,2-3,5-17,18,,,,5,0,40,0,2,2,Oklahoma State,away,27,401525846,2023,4,regular
1,3,95,0,3,7,3,0,1,0,1,25:37,1,1,2,10-80,4.2,34,143,10.6,14-25,264,407,1-2,5-12,19,12,0,1,2,0,52,1,0,4,UCF,away,31,401525848,2023,4,regular
6,0,50,0,4,8,0,0,1,1,0,34:23,1,0,1,5-63,7.0,40,281,6.1,27-42,255,536,1-2,9-15,32,0,0,1,8,0,43,4,3,2,Kansas State,home,44,401525848,2023,4,regular
4,1,12,0,2,8,5,0,1,0,3,26:30,0,2,2,2-20,5.1,34,175,13.1,19-25,328,503,0-0,3-9,24,51,0,4,8,0,45,5,4,2,Texas,away,38,401525844,2023,4,regular
0,0,15,0,1,6,,,,2,0,33:30,1,0,1,4-21,1.9,31,60,5.8,29-53,305,365,1-5,5-18,19,,,,7,0,40,3,0,2,Baylor,home,6,401525844,2023,4,regular
0,0,,,,6,,,,1,0,32:25,2,0,2,2-20,3.8,37,141,5.6,22-42,235,376,1-4,3-15,21,2,0,2,6,0,32,2,3,5,Cincinnati,home,6,401525845,2023,4,regular
1,1,9,0,1,8,0,0,2,0,2,27:35,0,1,1,8-53,3.0,34,103,8.5,26-38,322,425,1-1,6-16,21,7,0,1,7,0,33,2,2,3,Oklahoma,away,20,401525845,2023,4,regular
1,1,31,0,2,8,,,,0,,34:50,2,0,2,3-20,3.7,42,157,4.5,13-22,99,256,1-1,3-13,16,45,0,3,4,0,42,2,5,10,West Virginia,home,20,401525850,2023,4,regular
0,1,108,0,5,7,26,0,2,0,2,25:10,0,0,0,9-96,4.2,38,160,3.7,15-43,161,321,5-8,2-18,18,0,0,1,4,0,35,1,0,1,Texas Tech,away,13,401525850,2023,4,regular
1,2,25,0,1,9,,,,0,2,30:05,2,1,3,3-30,0.4,22,9,7.0,30-51,357,366,2-4,6-14,23,,,,4,0,43,1,0,2,BYU,away,27,401525847,2023,4,regular
0,3,47,0,3,8,54,1,2,1,0,29:55,0,0,0,7-70,6.0,37,221,6.8,14-19,130,351,0-1,4-8,23,13,0,1,7,1,41,3,2,9,Kansas,home,38,401525847,2023,4,regular
2,0,5,0,1,5,,,,0,,30:12,2,0,2,4-20,4.1,39,158,7.4,16-35,258,416,1-3,5-15,21,,,,6,0,46,2,2,1,SMU,away,17,401525849,2023,4,regular
1,3,22,0,1,10,53,0,2,0,,29:48,0,0,0,6-48,4.4,44,192,8.0,24-33,265,457,3-5,6-15,25,,,,5,0,31,3,4,6,TCU,home,34,401525849,2023,4,regular
0,3,0,0,1,9,,,,1,2,32:40,2,0,2,5-39,2.9,29,83,6.7,31-47,316,399,3-4,7-18,21,21,0,2,6,0,34,2,1,3,Memphis,away,27,401520259,2023,4,regular
2,2,58,0,3,10,0,0,2,0,1,27:20,0,1,1,7-37,5.6,36,201,13.6,18-25,341,542,1-2,0-8,22,,,,7,0,42,3,5,4,Missouri,home,34,401520259,2023,4,regular
2,4,56,0,2,9,15,0,3,0,3,29:45,2,3,5,6-35,3.8,39,148,10.7,23-34,364,512,1-1,3-12,23,18,0,2,12,0,38,5,6,10,James Madison,away,45,401531872,2023,4,regular
1,4,46,0,3,8,16,0,2,3,0,30:15,3,0,3,9-80,3.2,31,98,8.2,27-49,402,500,2-4,7-18,21,35,0,1,5,0,35,1,4,5,Utah State,home,38,401531872,2023,4,regular
3,1,104,0,3,7,,,,0,2,32:10,0,2,2,5-23,4.2,40,166,11.9,17-23,273,439,0-0,7-13,22,61,0,3,5,0,42,1,3,6,San Diego State,home,31,401532583,2023,4,regular
3,1,101,0,4,10,,,,2,0,27:50,0,0,0,4-35,5.9,41,241,7.4,12-22,162,403,1-1,5-13,19,-1,0,1,3,0,47,1,3,1,Boise State,away,34,401532583,2023,4,regular
1,2,,,,5,0,0,1,0,2,33:57,0,2,2,6-65,3.5,43,151,6.8,30-41,279,430,2-4,7-17,26,,,,6,0,34,1,7,1,Middle Tennessee,home,23,401520262,2023,4,regular
0,3,83,0,5,7,,,,2,0,26:03,1,0,1,11-90,1.7,19,33,7.8,31-44,345,378,1-1,8-15,18,,,,8,0,46,3,1,4,Colorado State,away,31,401520262,2023,4,regular
0,0,40,0,2,13,18,1,1,0,1,40:25,1,1,2,2-15,4.3,50,217,5.0,22-40,200,417,0-1,10-19,27,,,,4,1,24,3,0,3,Appalachian State,away,19,401531870,2023,4,regular
2,0,,,,2,0,0,1,1,0,19:35,1,0,1,8-65,6.6,27,177,2.1,5-15,31,208,0-0,3-12,7,5,0,2,2,0,51,1,6,5,Wyoming,home,22,401531870,2023,4,regular
1,2,83,0,4,11,,,,0,1,32:11,0,0,0,11-75,4.4,45,197,11.9,16-25,298,495,0-3,6-13,21,14,0,2,8,0,20,3,1,5,UMass,home,31,401526835,2023,4,regular
4,1,85,0,6,4,,,,0,3,27:49,0,0,0,6-55,3.6,38,136,11.3,9-17,192,328,0-0,4-10,18,,,,5,0,33,1,0,3,New Mexico,away,34,401526835,2023,4,regular
3,0,81,0,5,2,,,,0,1,20:55,1,0,1,6-48,6.8,17,115,6.8,24-35,239,354,0-2,3-8,18,1,0,1,3,0,37,0,0,0,San José State,home,20,401532584,2023,4,regular
6,0,,,,9,51,0,1,0,,39:05,0,0,0,4-43,5.5,73,400,14.0,2-2,28,428,3-3,10-15,25,,,,2,0,26,0,2,2,Air Force,away,45,401532584,2023,4,regular
3,1,54,0,3,4,17,0,1,0,,30:09,3,0,3,8-74,2.7,34,91,7.3,14-31,225,316,1-1,4-14,21,,,,,,,,,,UTEP,home,28,401520273,2023,4,regular
6,0,56,0,3,9,0,0,3,0,,29:51,1,0,1,10-96,6.4,48,307,7.0,15-27,190,497,0-1,10-17,23,13,0,2,,,,,,,UNLV,away,45,401520273,2023,4,regular
3,2,26,0,2,5,17,0,1,2,2,28:35,1,2,3,9-79,8.1,34,276,9.3,26-32,298,574,1-4,6-11,24,2,0,2,7,0,49,1,1,3,Texas State,home,35,401531877,2023,4,regular
2,0,64,0,3,6,98,1,1,2,4,31:25,1,2,3,3-35,4.3,37,159,5.9,22-33,194,353,1-2,8-15,20,0,0,1,4,1,39,2,0,2,Nevada,away,24,401531877,2023,4,regular
0,2,25,0,1,5,,,,1,2,26:47,0,1,1,3-40,5.6,32,180,10.3,9-15,155,335,0-0,5-10,16,0,0,1,7,0,45,3,1,4,New Mexico State,away,17,401520253,2023,4,regular
1,1,19,0,1,8,,,,1,2,33:13,0,1,1,4-25,3.3,30,98,6.6,26-37,245,343,1-1,6-15,21,2,0,1,3,0,32,1,0,5,Hawai'i,home,20,401520253,2023,4,regular
1,3,23,0,1,7,37,0,3,2,0,28:36,1,0,1,4-50,4.5,31,139,6.2,21-36,223,362,2-2,6-15,18,,,,6,0,38,3,2,5,Maryland,away,31,401520261,2023,4,regular
0,1,75,0,3,3,0,0,1,0,3,31:24,3,2,5,6-70,3.3,31,102,6.2,26-44,274,376,3-4,5-13,25,,,,3,0,26,0,7,5,Michigan State,home,9,401520261,2023,4,regular
2,1,21,0,2,7,71,1,1,0,,36:08,0,0,0,3-18,5.0,40,201,10.2,15-21,214,415,2-2,8-13,20,0,0,1,3,1,21,0,5,1,Michigan,home,31,401520260,2023,4,regular
0,1,,,,1,,,,0,,23:52,1,0,1,5-30,3.3,23,77,8.6,11-21,180,257,0-3,3-10,10,,,,2,0,41,2,1,2,Rutgers,away,7,401520260,2023,4,regular
0,0,,,,,,,,0,6,14:33,0,4,4,4-28,1.2,17,20,3.5,6-16,56,76,0-0,1-9,4,15,0,3,6,0,56,0,3,0,Iowa,away,0,401520265,2023,4,regular
0,4,,,,7,,,,4,1,45:27,0,0,0,4-45,3.8,57,215,4.6,26-40,182,397,4-4,9-20,28,-3,0,3,5,0,16,3,6,4,Penn State,home,31,401520265,2023,4,regular
2,0,33,0,2,5,16,0,1,0,2,26:06,2,1,3,7-73,6.3,31,194,5.3,21-38,202,396,0-2,6-13,23,,,,6,0,44,1,1,4,Purdue,home,17,401520266,2023,4,regular
4,0,73,0,2,12,28,0,2,1,0,33:54,1,0,1,11-70,4.5,43,195,6.9,18-28,193,388,0-0,12-18,20,,,,8,0,39,2,0,7,Wisconsin,away,38,401520266,2023,4,regular
1,4,,,,7,,,,0,2,29:50,0,1,1,8-87,3.2,29,92,7.8,34-51,400,492,0-0,8-17,25,,,,,,,,,,Northwestern,home,37,401520264,2023,4,regular
2,2,20,0,2,10,,,,1,0,30:10,0,0,0,5-59,5.8,42,244,8.1,14-19,153,397,1-1,3-13,15,,,,,,,,,,Minnesota,away,34,401520264,2023,4,regular
1,1,33,0,2,2,,,,0,3,28:02,1,0,1,12-100,2.2,21,46,7.0,27-42,292,338,0-1,3-12,17,32,0,5,9,0,37,3,2,3,Louisiana Tech,away,14,401520263,2023,4,regular
3,1,47,0,2,4,3,0,1,0,3,31:58,0,0,0,6-55,6.5,48,312,5.9,8-18,107,419,2-2,3-11,20,8,0,1,4,0,30,0,1,4,Nebraska,home,28,401520263,2023,4,regular
